ID_Estudiante,Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar,Repitente,Genero,Puntaje_Global
E00039,Colegio_38,Antonio Nariño,4,57.95880909743595,46.482284241904615,61.047542848333606,43.503517700668475,42.026308126216406,1,1,F,50.20369240291181
E00040,Colegio_34,Fontibón,5,78.19879854412699,64.93911282472783,47.51357449580192,41.86340219613865,69.36316943517285,0,1,M,60.375611499193646
E00041,Colegio_6,La Candelaria,3,37.41605396781191,66.03312818051316,43.54409891502507,35.28054326862288,55.20208352380634,1,1,M,47.49518157115587
E00042,Colegio_10,Los Mártires,2,64.7138259268796,37.56045684787874,56.147386676808296,46.47696292266541,62.49500094212598,1,1,F,53.478726663271594
E00043,Colegio_16,Usaquén,1,69.44962292662065,62.29789961719297,88.75697156292239,70.02906387728355,60.82130969718658,1,1,F,70.27097353624121
E00044,Colegio_29,Tunjuelito,5,60.9600427572763,37.995749515871545,48.95728336788598,56.625315818167785,56.45851369609564,0,1,M,52.199381031059445
E00045,Colegio_3,Sumapaz,3,53.13307647450384,62.26655453723918,54.724842611277175,45.379341319323714,83.43782076832716,1,1,M,59.78832714213422
E00046,Colegio_11,Antonio Nariño,4,30.28117709343264,63.33058807720552,50.41961554880593,48.43699013420493,62.94179605147754,1,1,F,51.08203338102531
E00047,Colegio_37,San Cristóbal,1,68.02241272982934,57.034797561264014,55.39852559468946,58.23730175115189,63.636244698568284,1,1,M,60.46585646710061
E00048,Colegio_4,Ciudad Bolívar,5,49.88026628068899,43.28876140538509,38.04224304381996,54.327977704890245,40.39685730109139,1,1,F,45.18722114717513
E00049,Colegio_4,Antonio Nariño,3,54.14354857240984,31.167276992961956,51.73202255771138,55.66550435194451,71.78794471448319,1,1,M,52.899259437902174
E00050,Colegio_24,Usaquén,2,66.83687182554269,72.20267879269662,67.38957041446785,23.667367085650632,70.58544510282516,1,0,F,60.13638664423659
E00051,Colegio_28,Antonio Nariño,3,66.86872404171687,37.37311924989193,39.148750009036334,68.86901450812557,19.446821880392605,1,1,F,46.341285937832666
E00052,Colegio_35,Sumapaz,3,41.13154085175462,46.96452419681747,72.93157074075543,57.41796851007527,60.14711531201241,0,1,F,55.71854392228304
E00053,Colegio_38,Usaquén,3,43.149710584298916,51.773101311747304,34.49086721822435,55.93968659687143,56.82160520586484,1,1,F,48.43499418340137
E00054,Colegio_24,Rafael Uribe Uribe,4,46.50692628881741,55.3892715415325,65.76750817661882,69.53324078399993,46.82218791038988,1,1,F,56.8038269402717
E00055,Colegio_22,Bosa,3,63.2678819374366,61.384714318985004,66.70390287699918,40.32255353738903,76.00680912622275,1,1,M,61.53717235940651
E00056,Colegio_26,Engativá,5,67.95412999965995,60.143236099622996,68.05724514340834,44.22869089987227,47.794822645665505,1,1,F,57.63562495764582
E00057,Colegio_18,Santa Fe,5,61.02875842494389,57.54951195757119,56.42194463126955,71.53476463324449,61.6025704364162,1,0,F,61.627510016689065
E00058,Colegio_3,Chapinero,1,49.71295342916981,52.53556343824943,58.86583655850862,49.36138811721338,39.984227943110994,1,1,F,50.09199389725045
E00059,Colegio_11,Puente Aranda,4,53.27531328112421,44.09100874632487,63.84426517832696,47.19061313831388,52.114096104217836,0,1,F,52.10305928966155
E00060,Colegio_9,Antonio Nariño,4,71.63519723844645,66.91322568962238,38.60744913433453,45.35085813783824,43.96235124776828,1,1,M,53.29381628960198
E00061,Colegio_33,San Cristóbal,2,41.51462386882166,59.61347587294765,61.80243991040864,43.52078403868727,67.86213551659625,0,1,M,54.8626918414923
E00062,Colegio_26,San Cristóbal,5,64.35786143870413,63.536988015141816,45.15791948543253,57.36898998986427,59.58854271069981,1,1,F,58.002060327968515
E00063,Colegio_36,Suba,5,53.71514277741784,52.36815722338926,55.08475605869628,69.54042228276654,38.0629754178741,1,0,F,53.75429075202881
E00064,Colegio_4,Barrios Unidos,2,60.87575597755857,63.72197135725583,71.82946884448572,49.46533071076245,56.82194399497001,1,1,M,60.54289417700652
E00065,Colegio_2,Ciudad Bolívar,5,55.30058446851608,25.67790943153383,61.854246108071194,58.98025729050279,66.71573430852887,1,1,M,53.705746321430546
E00066,Colegio_8,Santa Fe,4,67.37817048582394,67.93754567443004,45.032204729392184,58.41241286603954,43.298612320069616,1,1,F,56.41178921515107
E00067,Colegio_7,Teusaquillo,4,61.368383947835405,52.60205193427067,74.00055987971797,55.66105468935591,48.07647002869528,1,1,F,58.34170409597505
E00068,Colegio_36,Barrios Unidos,4,55.84545277603728,49.510813288157664,39.6798424111512,64.80432069015987,53.208161511334325,1,0,M,52.60971813536806
E00069,Colegio_34,Tunjuelito,2,82.17753155613786,48.59520308133514,44.879682393809325,66.787176609047,59.314901513355785,1,0,M,60.350899030737025
E00070,Colegio_40,Engativá,1,70.01022457245162,47.337451881124515,66.71768537577954,70.67512115299856,58.10241050644313,1,0,M,62.56857869775946
E00071,Colegio_19,Santa Fe,4,58.25891571571263,55.20028376653503,46.291355909801666,65.34678657026066,74.13928278957589,1,1,F,59.84732495037717
E00072,Colegio_29,Bosa,3,64.30591295731556,57.64845970252008,63.52662312198816,76.65291108752382,46.998597126346596,1,1,M,61.82650079913883
E00073,Colegio_39,Ciudad Bolívar,2,56.4057743553096,74.28635204109824,63.028020510163635,37.68474138782607,69.03714332885389,0,1,M,60.08840632465028
E00074,Colegio_6,Sumapaz,2,46.70505730716508,55.426868619556885,56.454354143040696,52.17315651873537,60.18252451135629,1,1,F,54.188392219970865
E00075,Colegio_10,Puente Aranda,5,34.322012293900556,41.040055274809646,62.878142516114195,46.9087825975723,72.53539863207502,1,1,F,51.53687826289435
E00076,Colegio_5,Bosa,3,79.77595172160215,82.13305348906964,49.167038381432135,45.06146477837941,64.45939367007453,1,1,M,64.11938040811157
E00077,Colegio_24,Santa Fe,5,49.72839326900238,54.49264059287659,46.6486265667709,59.9344539799951,54.31192418024712,1,0,M,53.02320771777842
E00078,Colegio_22,Kennedy,3,62.069096409612996,53.1026207533356,53.42887407840159,55.50865129737108,51.68208655233102,1,1,F,55.15826581821045
E00079,Colegio_26,Los Mártires,1,70.1775527802475,48.56352558339821,54.81192676465892,86.57853315000432,65.97407456002071,1,1,F,65.22112256766593
E00080,Colegio_37,Kennedy,2,49.73135857575146,38.20033392199028,43.92617689167305,41.98378939754038,65.71038566631738,1,1,M,47.910408890654516
E00081,Colegio_29,San Cristóbal,5,51.66631395533397,69.67208588212661,31.70795541264902,30.261353471502822,68.27354815431039,0,1,M,50.316251375184564
E00082,Colegio_36,Bosa,2,61.22983935482024,40.68386826537187,68.91876674102737,71.79484139326459,50.634722700322044,0,1,F,58.65240769096122
E00083,Colegio_20,Antonio Nariño,5,61.33755245886424,67.09786424834479,66.03568698702144,65.08295059322278,39.11532636585445,1,1,F,59.73387613066154
E00084,Colegio_18,Teusaquillo,3,55.39862362044663,51.5697032251809,56.284687528548346,50.05142804572199,55.91034223784386,0,1,M,53.84295693154835
E00085,Colegio_40,Ciudad Bolívar,3,42.33048405015417,61.96984213084361,45.30025778341637,48.62014718253996,66.42981222715348,1,1,F,52.93010867482152
E00086,Colegio_15,Usme,4,70.46910014257924,51.33927430976595,87.42395703406731,45.63853519141516,45.34656772151587,1,1,M,60.043486879868716
E00087,Colegio_15,Antonio Nariño,5,64.15282803687487,58.8762489971529,67.93267277758645,64.38851900223062,54.286687734516406,1,1,F,61.927391309672245
E00088,Colegio_24,Barrios Unidos,4,57.18299181750219,54.88389296518997,37.26139155298587,83.30046758948127,74.3927506200425,0,0,F,61.40429890904036
E00089,Colegio_29,San Cristóbal,5,64.65741590993312,55.405667904786334,62.12684610578383,54.61308083152019,42.12845151664001,1,1,F,55.7862924537327
E00090,Colegio_17,Antonio Nariño,3,16.07346349942575,70.03941856515542,51.61134088420367,38.27963526680584,58.14513962056085,1,0,M,46.829799567230296
E00091,Colegio_25,Ciudad Bolívar,3,55.7614294081269,55.17320061796196,75.27770397728369,46.49356392030206,47.757115062164694,1,1,M,56.092602597167854
E00092,Colegio_16,Antonio Nariño,2,49.925911300110435,41.88081731294239,61.7714520070553,39.5577726931489,49.06216982544363,1,1,M,48.43962462774014
E00093,Colegio_17,Suba,6,31.47745361259763,35.85250360596203,41.4668756022488,50.51196569198519,53.86415548513285,1,1,M,42.6345907995853
E00094,Colegio_21,Rafael Uribe Uribe,3,61.53809875206764,48.169541374232104,40.476181008930226,40.11324360446055,64.46966408739681,0,1,F,50.95334576541746
E00095,Colegio_27,Engativá,6,43.191848090291245,62.7294722109001,38.96596249242004,57.73389980351417,38.93434468078053,1,1,M,48.31110545558121
E00096,Colegio_5,Puente Aranda,3,71.9943745224513,62.24378302228595,57.109941132243016,69.22810978219586,56.75262210959238,1,1,F,63.4657661137537
E00097,Colegio_22,Antonio Nariño,3,53.29877441942508,64.56142488395525,35.11873720629299,49.80757335906621,75.98318585775385,1,1,M,55.75393914529868
E00098,Colegio_33,Bosa,4,62.99892956247971,59.944498237612414,22.317095956881232,46.320256461083645,75.23325997848148,1,1,F,53.362808039307694
E00099,Colegio_40,Usaquén,6,48.056348478470355,59.647467681393096,49.185588057778304,62.35412502572241,61.140590727714184,0,1,M,56.07682399421567
E00100,Colegio_2,Kennedy,5,64.86916435527655,45.99435037867576,40.39931375149983,43.96013711430849,57.207721172724426,1,1,F,50.48613735449701
E00101,Colegio_35,Engativá,3,72.00652286234654,61.844043806224356,50.564370492913824,41.47460905198378,14.342606674016189,0,1,F,48.046430577496935
E00102,Colegio_19,Bosa,1,36.111381357604714,72.97986842911672,29.19025617930773,49.78044171595736,21.884097951429325,1,1,F,41.98920912668317
E00103,Colegio_40,Suba,3,62.41630242128979,53.49194915235572,53.584051734578914,56.2992539947861,55.23588971216797,1,1,F,56.2054894030357
E00104,Colegio_27,Suba,4,35.227680881625965,62.90472316534858,55.142667469267906,60.083441971484355,47.92617994134545,0,0,M,52.256938685814454
E00105,Colegio_40,Rafael Uribe Uribe,1,53.624891354582985,48.116202278669576,41.2155343758069,63.99136907591885,20.571532545804132,1,1,F,45.503905926156484
E00106,Colegio_36,Rafael Uribe Uribe,5,58.114854794917015,67.60088361356836,32.003509706078546,62.57604514566151,62.05374224073887,0,0,F,56.46980710019286
E00107,Colegio_39,Sumapaz,2,41.89395569952739,63.002016361814555,54.044841473315,73.0411451289018,61.35360143069184,1,0,F,58.66711201885012
E00108,Colegio_2,Santa Fe,3,51.02857490868132,56.57454700223797,68.78267156945147,70.64770718452047,57.016317839422555,1,1,F,60.80996370086275
E00109,Colegio_18,Rafael Uribe Uribe,5,72.961820623125,43.690326450112146,25.172494798074098,64.47542469407075,50.591443005548854,0,1,F,51.37830191418617
E00110,Colegio_23,Santa Fe,3,65.74400907916937,59.22979954758161,54.975796210938384,72.54976094707814,45.734178191959,1,1,F,59.646708795345305
E00111,Colegio_26,Los Mártires,3,67.41271500733241,74.88232408522673,23.64423971743259,22.81777603548415,70.59725234818458,1,1,F,51.87086143873209
E00112,Colegio_11,Santa Fe,3,74.56437628478646,56.53458987950327,62.364248077678276,53.00140679292936,63.19332958989146,1,1,M,61.93159012495776
E00113,Colegio_1,Antonio Nariño,3,51.21241093055063,82.52095765167586,47.403855104303005,55.19764066493823,52.341578921740805,1,1,M,57.73528865464171
E00114,Colegio_36,Barrios Unidos,1,67.02084253783067,39.71694045652915,54.51107565724158,52.254004535050015,44.86409817961115,1,0,M,51.67339227325251
E00115,Colegio_20,La Candelaria,3,47.76935095256094,46.07483106908033,38.49335368343893,53.45656837993466,41.233133993411286,1,1,F,45.405447615685226
E00116,Colegio_31,Fontibón,3,69.97878464966931,46.69616030637735,69.08089777218359,56.30731638827686,59.988320726968304,1,1,M,60.41029596869508
E00117,Colegio_8,Suba,2,41.45975886219884,55.20139632348382,65.15676113471628,65.57197826579241,64.44292327533894,0,1,M,58.36656357230605
E00118,Colegio_40,Bosa,5,45.03723469373028,66.19215741666557,73.16207302273376,64.9747972597843,56.091216095178495,0,1,M,61.09149569761847
E00119,Colegio_24,Barrios Unidos,3,75.97690447609136,48.669209003876674,42.13502084422098,66.40006135743013,44.25771695647849,0,1,F,55.48778252761953
E00120,Colegio_20,Tunjuelito,2,62.30698828493841,55.25339182180784,64.37612335723941,73.23157786688354,41.91822603692512,0,1,M,59.41726147355887
E00121,Colegio_15,Usme,2,58.950697626075296,61.919992626104055,100.0,68.51734618337433,52.753875526251754,1,1,M,68.42838239236109
E00122,Colegio_30,Ciudad Bolívar,3,52.83634264504677,56.72135333322801,37.27702692815501,46.20170777248882,54.13686013788917,1,1,F,49.434658163361554
E00123,Colegio_20,Fontibón,3,50.428382709976496,55.929284197678044,53.45889397246785,47.73793599470182,64.41988201474963,1,1,M,54.39487577791476
E00124,Colegio_38,Puente Aranda,4,54.104145286580376,54.23606507010458,47.91430421720503,45.10536365357518,45.673511065119534,0,0,F,49.40667785851694
E00125,Colegio_2,Usme,6,53.938022305470355,72.2463976683537,41.13302891644162,51.061460875740366,58.75141750712174,0,0,M,55.42606545462555
E00126,Colegio_6,Ciudad Bolívar,2,63.186477633917924,45.592566169726524,62.41153389460201,68.79787075864567,84.31640476896628,0,1,M,64.86097064517168
E00127,Colegio_18,Barrios Unidos,4,75.41608938038598,73.64251731676057,60.05054961338799,48.30766418868946,62.64224885036348,0,1,F,64.0118138699175
E00128,Colegio_36,Fontibón,3,44.92046637415008,48.01905534960558,34.01202426823651,61.37447640267968,44.791323430652724,1,0,M,46.62346916506491
E00129,Colegio_14,Suba,3,57.1527355901528,63.05893889560926,51.22725722863595,42.34633046544843,45.72224931373005,0,1,M,51.9015022987153
E00130,Colegio_26,Teusaquillo,2,64.73680882786333,61.861854432200786,33.41592422968854,52.19745713449638,45.5219953866303,0,1,M,51.54680800217587
E00131,Colegio_34,Los Mártires,3,51.685018644462005,55.030252621428545,26.287970035549534,54.4083195515985,46.817077844953644,1,1,F,46.845727739598445
E00132,Colegio_30,Chapinero,2,64.87272721513742,55.69319443299129,62.30967987980548,77.17085809213063,59.3040289888559,1,1,F,63.87009772178415
E00133,Colegio_7,Antonio Nariño,3,38.47485109239935,60.53546021552843,65.07084746510408,29.49033770745114,63.758584848377374,0,1,M,51.466016265772076
E00134,Colegio_30,Sumapaz,3,82.61333921501341,52.63374459491251,47.06813148062882,62.36900556856567,45.08104497207476,1,1,F,57.953053166239044
E00135,Colegio_18,Suba,2,59.068710952611404,47.55442919968972,42.99061488953399,70.80245659647883,74.97367653988462,1,1,F,59.07797763563972
E00136,Colegio_22,Puente Aranda,3,54.46819994238004,68.60879409958821,55.87155091417242,44.08735663496349,53.27695515939122,1,1,M,55.26257135009907
E00137,Colegio_17,Santa Fe,3,46.44099014876994,51.38941881542831,62.2342320254451,45.459202997040904,76.78620581220002,0,1,F,56.46200995977686
E00138,Colegio_31,Los Mártires,4,51.81871539543073,55.73919038813014,85.81002277551255,40.89833865668977,81.13638810334612,0,1,M,63.080531063821866
E00139,Colegio_17,Sumapaz,3,63.88718385039175,52.64378834909219,59.5370227645126,70.4117836731443,39.269640515984904,1,0,F,57.14988383062515
E00140,Colegio_31,Puente Aranda,5,83.68090067221117,58.48346362487124,76.9260510336787,48.27567236748442,76.76598576629218,0,1,M,68.82641469290755
E00141,Colegio_13,La Candelaria,3,39.41780142958782,63.83539666327522,72.04371857343584,73.34390393103322,44.06745050254881,1,1,M,58.54165421997618
E00142,Colegio_27,Barrios Unidos,4,53.82724340162281,46.565211228495016,36.794561947583716,69.04824707124556,54.787169170312794,1,1,M,52.20448656385198
E00143,Colegio_20,Usme,3,41.53166093113829,27.539719948309653,36.12577759530993,62.15865142334558,44.27090821431406,1,1,F,42.3253436224835
E00144,Colegio_17,San Cristóbal,3,40.474570242600734,81.30913611867352,57.4445250581222,55.27683477355053,64.71544060569477,0,1,M,59.84410135972835
E00145,Colegio_29,Kennedy,2,56.07850112976822,40.90459168830356,58.9746756815701,45.849855966518845,47.13512496423409,1,1,M,49.78854988607896
E00146,Colegio_39,Los Mártires,1,48.9897568408324,58.01636460502412,39.11540763381735,62.76183331848694,57.38100021564444,1,1,M,53.25287252276105
E00147,Colegio_35,Sumapaz,2,59.01066949878855,43.765728749278644,46.35349492924605,49.88540188137324,52.36657299754866,0,0,F,50.276373611247024
E00148,Colegio_8,Ciudad Bolívar,3,63.32891259534559,54.44362824137542,49.93426548676673,67.5033592514614,45.371943211718246,1,0,F,56.11642175733348
E00149,Colegio_38,Los Mártires,1,39.99143355146609,33.1539070117422,48.026739834796544,46.208068803620584,47.83549387350579,1,1,F,43.04312861502624
E00150,Colegio_15,Santa Fe,3,48.625464443835305,79.30305177693867,65.37898900757914,43.04958169505673,78.93722136200161,1,1,F,63.058861657082296
E00151,Colegio_1,Antonio Nariño,1,51.682848260449305,52.60062808862837,58.237467701744,61.06943107831267,48.80066003226506,0,1,F,54.478207032279876
E00152,Colegio_33,San Cristóbal,4,28.96859954872715,53.40338936360172,68.37078837971815,45.40468226894875,67.91299410158634,1,1,F,52.812090732516424
E00153,Colegio_3,Teusaquillo,3,51.90818340467212,64.84596429279063,50.95283606072871,34.762237231880974,41.00184015355991,0,1,M,48.694212228726464
E00154,Colegio_39,Ciudad Bolívar,5,39.69888264627264,46.63896232646391,44.261372819704434,52.93515050671472,56.37343196137053,1,1,M,47.981560052105245
E00155,Colegio_38,La Candelaria,4,52.3364061246999,34.50425506301974,58.5361589202137,73.02168685636316,58.27040730260643,1,1,M,55.33378285338058
E00156,Colegio_15,Engativá,4,54.44198663769944,71.16227174229402,78.18024268795287,61.46408246441342,60.722001555238464,0,0,M,65.19411701751964
E00157,Colegio_18,Ciudad Bolívar,5,32.48267891081382,30.44939721342257,73.2363805524027,63.300686105282935,51.45182790078811,1,1,F,50.184194136542025
E00158,Colegio_38,Teusaquillo,5,41.63739315744698,57.80834174988837,61.69671829014904,54.42784543936355,61.272320490478926,1,1,M,55.368523825465374
E00159,Colegio_31,Barrios Unidos,3,59.73547505856123,37.28171041599935,34.31598229562796,40.561251292619865,66.11690493313645,1,1,M,47.60226479918897
E00160,Colegio_20,Santa Fe,3,65.67750022892412,59.696402682388936,45.72512249739093,81.21255299936382,47.1790923572366,0,1,M,59.89813415306088
E00161,Colegio_7,Ciudad Bolívar,3,77.74884979927906,62.2481157312976,47.72076746410098,69.9703911898819,67.70159419763044,0,0,M,65.07794367643801
E00162,Colegio_37,Rafael Uribe Uribe,3,59.20948223648015,53.04791420835095,66.84867267027137,48.013779669426036,47.48372403190719,0,1,M,54.92071456328714
E00163,Colegio_27,Suba,5,47.12290013949251,48.24371517585458,88.52262667828177,74.8814429902148,25.813942211274565,1,1,F,56.916925439023636
E00164,Colegio_8,Rafael Uribe Uribe,6,43.963500541911486,45.60928834470831,45.571055089858056,58.01212806951819,74.71396161877944,1,1,M,53.5739867329551
E00165,Colegio_14,Tunjuelito,3,39.70024537480265,54.71595961603284,49.508456422571655,58.7259372132104,36.95420293737493,1,1,F,47.92096031279849
E00166,Colegio_15,Los Mártires,1,67.3295943681517,49.93810175020487,63.64442242248044,55.59178266135901,62.87189880448813,1,1,M,59.87516000133684
E00167,Colegio_7,Sumapaz,6,38.67254324548609,43.64975041189106,62.559234313511254,48.73847261798268,46.87558649472071,1,1,M,48.09911741671836
E00168,Colegio_33,Teusaquillo,2,45.68315926134857,51.506729668892724,46.1715122605244,57.27109294242532,50.02541616124016,1,1,M,50.13158205888624
E00169,Colegio_34,Chapinero,1,53.466085204518784,49.75561108406195,60.62605916994579,46.007288659202864,68.59911007212709,0,0,F,55.69083083797129
E00170,Colegio_4,Barrios Unidos,4,70.30344584219573,88.25424804264021,77.47429867678582,31.26944277897777,67.97703067551683,1,0,M,67.05569320322327
E00171,Colegio_1,Bosa,5,62.32629225648992,50.87430773458882,37.29010053410238,55.63045304897903,60.63947644732276,1,1,F,53.352126004296586
E00172,Colegio_14,Rafael Uribe Uribe,4,53.35477062923097,48.839783988524445,52.2633723519093,48.949453060360575,49.0128001106033,0,1,F,50.484036028125715
E00173,Colegio_31,Chapinero,3,62.59869882394368,63.26871352589822,54.00739816770093,60.06151284545584,81.37588345899769,1,0,M,64.26244136439928
E00174,Colegio_38,San Cristóbal,3,78.07655867564775,77.85482100803304,75.6335550118887,49.8374575653983,75.09411129509672,1,1,F,71.29930071121291
E00175,Colegio_20,Tunjuelito,4,50.9653375770559,45.04667628347953,60.131701832022635,53.626585303812085,35.61606442190901,0,1,M,49.07727308365583
E00176,Colegio_3,Suba,5,68.71973809948618,53.051516544628974,49.85089944576441,85.80682633516344,71.66866728896471,1,1,F,65.81952954280155
E00177,Colegio_35,Fontibón,3,62.383515289868896,46.667630422549784,35.60528570483471,65.42327701995224,27.351072971658397,1,0,F,47.48615628177281
E00178,Colegio_33,Puente Aranda,3,69.95030792770939,69.6648461980677,46.73357941426794,73.47465726297303,58.35291797299734,0,1,M,63.635261755203075
E00179,Colegio_15,Suba,4,56.761191642273694,63.768022327504376,45.66576310312743,50.74078490404318,66.02181046954553,0,1,F,56.59151448929883
E00180,Colegio_3,Usme,4,46.726491835036796,62.83733443072731,40.64475881447558,55.33686179007673,38.261490044864615,1,1,M,48.76138738303621
E00181,Colegio_28,La Candelaria,4,42.46478175781745,45.07170665817061,43.578961137602626,45.725333843575825,48.7811224361313,1,1,M,45.12438116665955
E00182,Colegio_27,Chapinero,2,52.66645097845747,56.37809000131555,60.22577658006579,62.440488354586705,33.16588936166337,1,1,F,52.97533905521777
E00183,Colegio_33,Bosa,3,42.86169458062864,68.28434336792702,54.17347735092301,47.307142852283754,52.2220579166316,1,1,M,52.969743213678804
E00184,Colegio_19,Ciudad Bolívar,3,37.80460722414804,74.11345408337,43.65043218778764,70.99559942392571,76.33862198964805,0,1,M,60.580542981775885
